assetPath,kind,buildEnabled,flowcharts,blockCount,commandCount,variableKeys,loadTargets,inputModes,disposition,state,fungusComponentCount
Assets/FungusExamples/FungusLua/Narrative/StageAndPortraits.unity,scene,False,1,1,3,,,ui-eventsystem,retire-pending,planned,15
Assets/FungusExamples/FungusLua/Store/SceneA.unity,scene,False,1,1,5,,SceneB,ui-eventsystem,retire-pending,planned,11
Assets/FungusExamples/FungusLua/Store/SceneB.unity,scene,False,0,0,0,,,,retire-pending,planned,6
Assets/FungusExamples/FungusLua/Trigger/Trigger.unity,scene,False,0,0,0,,,ui-eventsystem,retire-pending,planned,4
Assets/FungusExamples/FungusTown/FungusTown.unity,scene,False,1,1,17,,,,retire-pending,planned,26
Assets/FungusExamples/iTween/iTween.unity,scene,False,2,2,23,,,ui-eventsystem,retire-pending,planned,31
Assets/FungusExamples/JumpingPrax/JumpingPrax.unity,scene,False,1,1,0,,,,retire-pending,planned,17
Assets/FungusExamples/LeanTween/LeanTween.unity,scene,False,2,2,20,,,ui-eventsystem,retire-pending,planned,28
Assets/FungusExamples/Localization/Localization.unity,scene,False,1,5,15,,,,retire-pending,planned,24
Assets/FungusExamples/Math/MathQuiz.unity,scene,False,1,1,17,AMulB|AOverB|AtanAOverB|ExpB|LogA|SqrtMax|StartingA|StartingB|max|maxSCurve|min|remapped,,ui-eventsystem,retire-pending,planned,36
Assets/FungusExamples/MenuShuffle/MenuShuffle.unity,scene,False,1,10,30,Var|hideBForAWhile,,,retire-pending,planned,48
Assets/FungusExamples/MonoBehEvents/MouseEvents.unity,scene,False,7,7,7,,,physics2d-collider|ui-eventsystem,retire-pending,planned,36
Assets/FungusExamples/MonoBehEvents/PhysicsInteraction.unity,scene,False,5,5,10,Running,,physics2d-collider|ui-eventsystem,retire-pending,planned,27
Assets/FungusExamples/Playground/Defender.unity,scene,False,2,6,23,gameOverString|healthString|hp|score|scoreString,,physics2d-collider|ui-eventsystem,retire-pending,planned,53
Assets/FungusExamples/Playground/Football.unity,scene,False,2,7,28,ScoreToWin|WinnerString|ballSpawn|p1Score|p1Spawn|p2Score|p2Spawn,,physics2d-collider|ui-eventsystem,retire-pending,planned,50
Assets/FungusExamples/Playground/Lander.unity,scene,False,2,8,41,alive|horAxis|lives|rocketForceScale|startPos|startRot|torqueScale|vericalAxis,,physics2d-collider|ui-eventsystem,retire-pending,planned,68
Assets/FungusExamples/SaveGame/SaveGame.unity,scene,False,1,7,29,burnt_bottom|has_umbrella,,ui-button|ui-eventsystem,retire-pending,planned,49
Assets/FungusExamples/SayHolds/SayHolds.unity,scene,False,1,1,5,,,ui-eventsystem,retire-pending,planned,10
Assets/FungusExamples/Sherlock/TheExperiment.unity,scene,False,1,9,93,CouragePoints,,ui-eventsystem,retire-pending,planned,134
Assets/FungusExamples/TextMeshPro/TheExperiment_TMPro.unity,scene,False,1,9,95,CouragePoints,,ui-eventsystem,retire-pending,planned,142
Assets/FungusExamples/TextMeshPro/TMpro Demo.unity,scene,False,1,1,5,,,,retire-pending,planned,12
Assets/FungusExamples/TextMeshPro/TMPro Link Default Effects Demo.unity,scene,False,1,1,5,anim_text,,,retire-pending,planned,14
Assets/FungusExamples/TextMeshPro/TMPro Link Effects Custom.unity,scene,False,1,1,8,,,ui-eventsystem,retire-pending,planned,17
Assets/FungusExamples/TheFacility/TheFacility.unity,scene,False,1,26,83,lamp_on,,ui-button|ui-eventsystem,retire-pending,planned,119
Assets/FungusExamples/TheHunter/TheHunter.unity,scene,False,1,8,65,SkipperAngry,,,retire-pending,planned,87
Assets/FungusExamples/Usfxr/UsfxrAudioExample.unity,scene,False,1,1,4,,,,retire-pending,planned,9
Assets/FungusExamples/Variables/GlobalCollection.unity,scene,False,1,2,6,ColVar,,,retire-pending,planned,14
Assets/FungusExamples/Variables/GlobalVar.unity,scene,False,5,5,6,globalCount,,ui-button|ui-eventsystem,retire-pending,planned,26
Assets/FungusExamples/Variables/Variables.unity,scene,False,1,5,38,MyBool|MyFloat|MyInt|MyString,,,retire-pending,planned,50
Assets/FungusExamples/VariationText/TextVariation.unity,scene,False,1,3,9,,,ui-eventsystem,retire-pending,planned,18
Assets/godlotto/KTH/Jumpscare/JumpscareTest1.unity,scene,False,0,0,0,,,physics2d-collider|ui-button|ui-eventsystem,keep,planned,0
Assets/godlotto/KTH/Jumpscare/JumpscareTest2.unity,scene,False,0,0,0,,,ui-button|ui-eventsystem,keep,planned,0
Assets/godlotto/KTH/Jumpscare/JumpscareTest3.unity,scene,False,0,0,0,,,ui-button|ui-eventsystem,keep,planned,0
Assets/godlotto/KTH/Jumpscare/JumpscareTest4.unity,scene,False,0,0,0,,,ui-button|ui-eventsystem,keep,planned,0
Assets/godlotto/KTH/MoveTest/MoveTestScene.unity,scene,False,0,0,0,,,physics2d-collider,keep,planned,0
Assets/Modern GDR - Free icons pack/01_Demo/DemoScene.unity,scene,False,0,0,0,,,ui-eventsystem,keep,planned,0
Assets/mokotan/animation/AnimCreate.unity,scene,False,0,0,0,,,,keep,planned,1
Assets/mokotan/CreateItem.unity,scene,False,0,0,0,,,ui-eventsystem,keep,planned,1
Assets/mokotan/Pripab/PrifabCreate.unity,scene,False,1,1,1,,,ui-eventsystem,keep,planned,4
Assets/Scenes/godlotto/BetaEnd.unity,scene,True,1,1,2,,,ui-eventsystem,keep,planned,6
Assets/Scenes/godlotto/BloodDripTitleDemo.unity,scene,False,0,0,0,,,ui-eventsystem,keep,planned,1
Assets/Scenes/godlotto/CardTestScene.unity,scene,False,0,0,0,,,ui-eventsystem,keep,planned,0
Assets/Scenes/godlotto/IntroScene.unity,scene,True,1,1,28,,Opening_Office,physics2d-collider|ui-button|ui-eventsystem,keep,planned,32
Assets/Scenes/godlotto/MainMenuScene.unity,scene,True,1,3,1,,IntroScene,ui-eventsystem,keep,planned,7
Assets/Scenes/godlotto/SettingScene.unity,scene,True,0,0,0,,,ui-button|ui-eventsystem,keep,planned,1
Assets/Scenes/godlotto/UITestScene.unity,scene,False,0,0,0,,,physics2d-collider|ui-eventsystem,keep,planned,1
Assets/Scenes/Mokotan/Basement/BasementBrickRoom.unity,scene,True,1,1,1,,,,keep,planned,4
Assets/Scenes/Mokotan/Basement/BasementExtractionRoom.unity,scene,True,1,1,1,,,ui-eventsystem,keep,planned,5
Assets/Scenes/Mokotan/Basement/BasementHallway.unity,scene,True,1,6,11,,Basement|BasementBrickRoom|BasementExtractionRoom|BasementObservationRoom|BasementResearchRoom,legacy-clickable2d|physics2d-collider,keep,planned,30
Assets/Scenes/Mokotan/Basement/BasementObservationRoom.unity,scene,True,1,1,1,,,,keep,planned,4
Assets/Scenes/Mokotan/Basement/BasementResearchRoom.unity,scene,True,1,3,3,,,legacy-clickable2d|physics2d-collider|ui-eventsystem,keep,planned,11
Assets/Scenes/Mokotan/Basement.unity,scene,True,1,1,1,,,,keep,planned,4
Assets/Scenes/Mokotan/CreateAnimate.unity,scene,False,1,1,1,,,ui-eventsystem,keep,planned,5
Assets/Scenes/Mokotan/CreateEffect.unity,scene,False,0,0,0,,,ui-eventsystem,keep,planned,1
Assets/Scenes/Mokotan/First Floor/1floorRight/BookCase1.unity,scene,True,1,7,30,POAnimation|PrisonOpen|isClicked,GoPrisonAnimation|PrisonEntrance,ui-eventsystem,keep,planned,44
Assets/Scenes/Mokotan/First Floor/1floorRight/BookCase2.unity,scene,True,1,6,27,ButtonClicked|PrisonOpen|isClicked,StudyRoomCutScene,ui-eventsystem,keep,planned,40
Assets/Scenes/Mokotan/First Floor/1floorRight/BookCase2Back.unity,scene,True,1,2,7,isClicked,StudyRoom,legacy-clickable2d|physics2d-collider|ui-eventsystem,keep,planned,15
Assets/Scenes/Mokotan/First Floor/1floorRight/BookCase3.unity,scene,True,1,4,12,isClicked,,ui-eventsystem,keep,planned,21
Assets/Scenes/Mokotan/First Floor/1floorRight/BookCase4.unity,scene,True,1,4,12,isClicked,,ui-eventsystem,keep,planned,21
Assets/Scenes/Mokotan/First Floor/1floorRight/Hall_Right.unity,scene,True,1,6,31,ElectricOn|isClicked,Hall_Right2,legacy-clickable2d|physics2d-collider|ui-eventsystem,keep,planned,56
Assets/Scenes/Mokotan/First Floor/1floorRight/Hall_Right2.unity,scene,True,1,5,24,ElectricOn|isClicked,Hall_Right2|Hall_RightCross,legacy-clickable2d|physics2d-collider|ui-eventsystem,keep,planned,43
Assets/Scenes/Mokotan/First Floor/1floorRight/Hall_RightCross.unity,scene,True,1,5,25,ElectricOn|isClicked,Hallway_Right|MaidEntrance|StudyEntrance,legacy-clickable2d|physics2d-collider|ui-eventsystem,keep,planned,39
Assets/Scenes/Mokotan/First Floor/1floorRight/Hallway_Right.unity,scene,True,1,6,29,ElectricOn|isClicked,Hallway_Right2,legacy-clickable2d|physics2d-collider|ui-eventsystem,keep,planned,51
Assets/Scenes/Mokotan/First Floor/1floorRight/Hallway_Right2.unity,scene,True,1,6,27,ElectricOn|isClicked,Hall_playerble,legacy-clickable2d|physics2d-collider|ui-eventsystem,keep,planned,45
Assets/Scenes/Mokotan/First Floor/1floorRight/MaidEntrance.unity,scene,True,1,9,47,ElectricOn|UsedMaidKey|isClicked|isTalking,MaidRoom,legacy-clickable2d|physics2d-collider|ui-eventsystem,keep,planned,64
Assets/Scenes/Mokotan/First Floor/1floorRight/MaidRoom.unity,scene,True,1,14,78,GetBookmarkMirror|GetFood|HaveStudyKey|isClicked|isDrawerOpened|solved,,drag-drop|legacy-clickable2d|physics2d-collider|ui-eventsystem,keep,planned,120
Assets/Scenes/Mokotan/First Floor/1floorRight/Prison.unity,scene,True,1,8,31,HaveBasementKey|isClicked,StudyRoom,legacy-clickable2d|physics2d-collider|ui-eventsystem,keep,planned,54
Assets/Scenes/Mokotan/First Floor/1floorRight/PrisonEntrance.unity,scene,True,1,13,56,UsedPrisonKey|isClicked|isTalking,Hall_RightCross|Prison|StudyRoom,legacy-clickable2d|physics2d-collider|ui-eventsystem,keep,planned,78
Assets/Scenes/Mokotan/First Floor/1floorRight/StudyEntrance.unity,scene,True,1,7,40,ElectricOn|UsedStudyKey|isClicked|isTalking,StudyRoom,legacy-clickable2d|physics2d-collider|ui-eventsystem,keep,planned,55
Assets/Scenes/Mokotan/First Floor/1floorRight/StudyRoom.unity,scene,True,1,17,67,CardOn|DiarySolved|HaveTutorKey|PrisonOpen|isClicked,BookCase1|BookCase2|BookCase3|BookCase4|Hallway_Right,drag-drop|legacy-clickable2d|physics2d-collider|ui-eventsystem,keep,planned,97
Assets/Scenes/Mokotan/First Floor/1floorRight/StudyRoomCutScene.unity,scene,True,1,1,4,,BookCase2Back,ui-eventsystem,keep,planned,8
Assets/Scenes/Mokotan/First Floor/1foorLeft/Hall_Left.unity,scene,True,1,13,67,ElectricOn|GetBottle|isClicked,Hall_Left2,legacy-clickable2d|physics2d-collider|ui-eventsystem,keep,planned,97
Assets/Scenes/Mokotan/First Floor/1foorLeft/Hall_Left2.unity,scene,True,1,4,19,ElectricOn|isClicked,Kitchen,legacy-clickable2d|physics2d-collider|ui-eventsystem,keep,planned,30
Assets/Scenes/Mokotan/First Floor/1foorLeft/Hallway_Left.unity,scene,True,1,14,72,ElectricOn|GetBottle|isClicked,Hallway_Left2,legacy-clickable2d|physics2d-collider|ui-eventsystem,keep,planned,101
Assets/Scenes/Mokotan/First Floor/1foorLeft/Hallway_Left2.unity,scene,True,1,4,18,ElectricOn|isClicked,Hall_playerble,legacy-clickable2d|physics2d-collider|ui-eventsystem,keep,planned,32
Assets/Scenes/Mokotan/First Floor/1foorLeft/Kitchen.unity,scene,True,1,29,245,BottleClicked|BottleDragged|ComeParret|ElectricOn|FaucetClicked|FoodCooked|FoodDragged|GetBottle|HaveMaidKey|call_burner|friFood|getFood|giveFood|isClicked|isTalking,Hallway_Left|UtilityRoom,legacy-clickable2d|physics2d-collider|ui-eventsystem,keep,planned,300
Assets/Scenes/Mokotan/First Floor/1foorLeft/UtilityRoom.unity,scene,True,1,8,56,ElectricOn|hasPannel|isClicked,,legacy-clickable2d|physics2d-collider|ui-eventsystem,keep,planned,78
Assets/Scenes/Mokotan/First Floor/GoPrisonAnimation.unity,scene,True,1,1,5,isClicked,PrisonEntrance,ui-eventsystem,keep,planned,10
Assets/Scenes/Mokotan/First Floor/Hall_animate.unity,scene,True,1,1,7,PreviousSceneName,Hall_playerble,ui-eventsystem,keep,planned,12
Assets/Scenes/Mokotan/First Floor/Hall_playerble.unity,scene,True,2,18,98,AcquiredItemsMask|Animation|Asked|ElectricOn|GetBottle|HaveBasementKey|HaveBedKey|HaveChildKey|HaveMaidKey|HavePrisonKey|HaveStudyKey|HaveTutorKey|HaveWifeKey|MapClicked|PrevScene|PrisonOpen|UsedBasementKey|UsedBedKey|UsedChildKey|UsedMaidKey|UsedPrisonKey|UsedStudyKey|UsedTutorKey|UsedWifeKey|isClicked|isTalking|pressTab,2floorMainHall|BetaEnd|Hall_Left|Hall_Right|Hall_animate,legacy-clickable2d|physics2d-collider|ui-eventsystem,keep,planned,154
Assets/Scenes/Mokotan/First Floor/POAnimation.unity,scene,True,1,1,5,isClicked,BookCase2Back,ui-eventsystem,keep,planned,10
Assets/Scenes/Mokotan/MainHall_sfx.unity,scene,False,0,0,0,,,ui-eventsystem,keep,planned,0
Assets/Scenes/Mokotan/MiniGame.unity,scene,False,0,0,0,,,physics2d-collider,keep,planned,1
Assets/Scenes/Mokotan/Opening_Mention _open.unity,scene,True,1,3,18,isCall|isClicked,Hall_animate,legacy-clickable2d|physics2d-collider|ui-eventsystem,keep,planned,28
Assets/Scenes/Mokotan/Opening_Mention.unity,scene,True,1,3,28,isCall|isClicked,Opening_Mention _open,legacy-clickable2d|physics2d-collider|ui-eventsystem,keep,planned,36
Assets/Scenes/Mokotan/Opening_Office.unity,scene,True,2,1,36,AcquiredItemsMask|ElectricOn|GetBottle|HaveBasementKey|HaveBedKey|HaveChildKey|HaveMaidKey|HavePrisonKey|HaveStudyKey|HaveTutorKey|HaveWifeKey|PrevScene|PrisonOpen|UsedBasementKey|UsedBedKey|UsedChildKey|UsedMaidKey|UsedPrisonKey|UsedStudyKey|UsedTutorKey|UsedWifeKey|isClicked|pressTab,Opening_Mention,legacy-clickable2d|ui-eventsystem,keep,planned,45
Assets/Scenes/Mokotan/Second Floor/2floorHallway_Left.unity,scene,True,1,10,41,ElectricOn|isClicked,2floorMainHall,legacy-clickable2d|physics2d-collider|ui-eventsystem,keep,planned,67
Assets/Scenes/Mokotan/Second Floor/2floorHallway_Right.unity,scene,True,1,7,33,ElectricOn|isClicked,2floorMainHall,legacy-clickable2d|physics2d-collider|ui-eventsystem,keep,planned,52
Assets/Scenes/Mokotan/Second Floor/2floorLeft.unity,scene,True,1,10,41,ElectricOn|isClicked,2floorLeftCross,legacy-clickable2d|physics2d-collider|ui-eventsystem,keep,planned,64
Assets/Scenes/Mokotan/Second Floor/2floorLeftCross.unity,scene,True,1,6,29,ElectricOn|isClicked,2floorHallway_Left|ChildEntrance|TutorEntrance,legacy-clickable2d|physics2d-collider|ui-eventsystem,keep,planned,44
Assets/Scenes/Mokotan/Second Floor/2floorMainHall.unity,scene,True,1,7,35,ElectricOn|isClicked,2floorLeft|2floorRight|Hall_playerble,legacy-clickable2d|physics2d-collider|ui-eventsystem,keep,planned,54
Assets/Scenes/Mokotan/Second Floor/2floorRight.unity,scene,True,1,7,33,ElectricOn|isClicked,2floorRightCross,legacy-clickable2d|physics2d-collider|ui-eventsystem,keep,planned,52
Assets/Scenes/Mokotan/Second Floor/2floorRightCross.unity,scene,True,1,6,29,ElectricOn|isClicked,2floorHallway_Right|BedEntrance|WifeEntrance,legacy-clickable2d|physics2d-collider|ui-eventsystem,keep,planned,44
Assets/Scenes/Mokotan/Second Floor/BedEntrance.unity,scene,True,1,10,52,ElectricOn|UsedBedKey|isClicked|isTalking,BedRoom,legacy-clickable2d|physics2d-collider|ui-eventsystem,keep,planned,70
Assets/Scenes/Mokotan/Second Floor/BedRoom.unity,scene,True,1,14,72,HaveHolyGrail|HavePrisonKey|Saveunlock|isClicked|safeL_ok|safeM_ok|safeR_ok|safe_all_ok,2floorRightCross,legacy-clickable2d|physics2d-collider|ui-button|ui-eventsystem,keep,planned,102
Assets/Scenes/Mokotan/Second Floor/ChildEntrance.unity,scene,True,1,10,52,ElectricOn|UsedChildKey|isClicked|isTalking,ChildRoom,legacy-clickable2d|physics2d-collider|ui-eventsystem,keep,planned,70
Assets/Scenes/Mokotan/Second Floor/ChildRoom.unity,scene,True,1,18,103,DrawerOpen|HaveBedKey|HaveWood|Haveseal5|Haveseal6|Haveseal7|allSealsComplete|isClicked|seal1|seal2|seal3|seal4|seal5|seal6|seal7,2floorLeftCross,drag-drop|legacy-clickable2d|physics2d-collider|ui-eventsystem,keep,planned,145
Assets/Scenes/Mokotan/Second Floor/DressingRoom.unity,scene,True,1,10,38,isClicked,WifeRoom,legacy-clickable2d|physics2d-collider|ui-eventsystem,keep,planned,63
Assets/Scenes/Mokotan/Second Floor/TutorEntrance.unity,scene,True,1,10,52,ElectricOn|HaveTutorKey|UsedTutorKey|isClicked|isTalking,TutorRoom,legacy-clickable2d|physics2d-collider|ui-eventsystem,keep,planned,71
Assets/Scenes/Mokotan/Second Floor/TutorRoom.unity,scene,True,1,10,62,CorrectAnswerCount|ElectricOn|GetItem1|GetItem2|GetItem3|HaveWifeKey|PlayerAnswer|WindowClicked|isClicked,2floorLeftCross,legacy-clickable2d|physics2d-collider|ui-eventsystem,keep,planned,98
Assets/Scenes/Mokotan/Second Floor/WifeEntrance.unity,scene,True,1,10,52,ElectricOn|HaveWifeKey|UsedWifeKey|isClicked|isTalking,WifeRoom,legacy-clickable2d|physics2d-collider|ui-eventsystem,keep,planned,71
Assets/Scenes/Mokotan/Second Floor/WifeRoom.unity,scene,True,1,14,69,DownDrawerOpen|ElectricOn|HaveChildKey|UpDrawerOpen|is2floorsolved|isClicked,2floorRightCross|DressingRoom,legacy-clickable2d|physics2d-collider|ui-eventsystem,keep,planned,97
Assets/Settings/Scenes/URP2DSceneTemplate.unity,scene,False,0,0,0,,,,keep,planned,0
Assets/Sprite Shaders Ultimate/Demo/SSU_Demo.unity,scene,False,0,0,0,,,physics2d-collider|ui-eventsystem,keep,planned,0
Assets/Sprite Shaders Ultimate/Demo/SSU_Examples.unity,scene,False,0,0,0,,,physics2d-collider,keep,planned,0
Assets/godlotto/KTH/Parret.prefab,sharedPrefab,,0,0,0,,,legacy-clickable2d|physics2d-collider,keep,planned,1
Assets/godlotto/Prefab/BGM Player.prefab,sharedPrefab,,0,0,0,,,,keep,planned,0
Assets/godlotto/Prefab/Item.prefab,sharedPrefab,,0,0,0,,,physics2d-collider,keep,planned,0
Assets/godlotto/Prefab/SayDialog.prefab,sharedPrefab,,0,0,0,,,,keep,planned,4
Assets/godlotto/Prefab/SayDialogChatbot.prefab,sharedPrefab,,0,0,0,,,,keep,planned,4
Assets/godlotto/Prefab/SayDialogGothic.prefab,sharedPrefab,,0,0,0,,,,keep,planned,3
Assets/godlotto/Prefab/SayDialogNotebook.prefab,sharedPrefab,,0,0,0,,,,keep,planned,3
Assets/godlotto/Prefab/SayDialogP5.prefab,sharedPrefab,,0,0,0,,,,keep,planned,4
Assets/godlotto/Prefab/Title/BloodDripTitleRoot.prefab,sharedPrefab,,0,0,0,,,,keep,planned,0
Assets/godlotto/Resources/Audio/BGM Player.prefab,sharedPrefab,,0,0,0,,,,keep,planned,0
Assets/godlotto/Resources/Prefabs/GlassMenuDialog.prefab,sharedPrefab,,0,0,0,,,,keep,planned,1
Assets/mokotan/mokotan/Resources/Prefabs/StandingDialogueCanvas.prefab,sharedPrefab,,0,0,0,,,,keep,planned,0
Assets/mokotan/mokotan/script/StandingDialogue/StandingDialogueCanvas.prefab,sharedPrefab,,0,0,0,,,,keep,planned,0
